name,mean,std,amin,amax
Bounce Token,1641929.2641509434,67116.0927868074,1545237,1739096
Breezecoin,40353.602094240836,9226.123040971954,24387,68068
Bridge Oracle,415443.86910994764,205435.25008250587,283,672617
Buggyra Coin Zero,5888.706806282723,888.0040053879319,4819,7643
Bytecoin,15721.722513089006,1515.0023802190692,10825,19475
Bytom,13984515.74074074,3060021.6876914855,5960322,21841916
CONTRACOIN,111341.16145833333,11861.900194314057,85027,124423
CONUN,255968.8219895288,118570.18887455261,124012,511461
COTI,2400752.6910994765,625886.3445831574,1319322,3398160
CRYPTO20,955.5759162303665,343.0589841045035,369,2532
CRYPTOBUCKS,15.515151515151516,8.532487299587702,4,34
CWV Chain,16170.514705882353,4592.481020663408,8711,22632
CanYaCoin,0.0,0.0,0,0
Cardano,756547204.4842105,70211401.51010099,607147140,843996016
Carry,383068.6666666667,250651.29635145847,193260,841937
CasinoCoin,14162.796875,8719.4444642309,2235,54938
Celer Network,2984517.152631579,631646.5896576429,2307128,4302317
Celo,1544142.6842105263,282041.8738626651,1036362,2073600
Celo Dollar,292.05,421.91946532499065,4,1076
Celsius,3353960.863157895,301073.91039616894,2476256,4107205
Centrality,830048.832460733,450204.6142423911,66595,1928454
CertiK,4217330.528795811,1906476.0111579872,2156421,7609796
ChainX,1557498.8795811518,196941.33499197743,547991,1750671
Chainlink,1546730215.5526316,127927962.10373251,1289575086,1759785297
Chiliz,6217652.557291667,682928.5335371884,4698276,6908949
Chimpion,691854.2797927461,37719.00073700773,596777,872486
Chromia,1213385.1046511629,256035.51123970773,868352,1811178
Cindicator,53633.811518324605,7039.353086759977,39234,70245
Cipher Core Token,109609.06282722513,20878.61937954787,40704,156564
Civic,699765.0052356021,73796.63109130591,579200,855179
Cocos-BCX,730518.1614583334,38997.191988318875,642366,796152
CoinMetro Token,14694.979166666666,9830.335014215449,307,27152
Compound,87405923.35789473,7485520.561377748,69217860,96284963
Constellation,56867.171875,18513.205311829402,24850,84520
Content Value Network,3702659.484375,295546.98274643905,2835916,3993512
Contentos,667016.0104166666,235983.5779321399,159241,1007328
Cortex,2408035.523560209,422268.4953184321,1639734,3067232
Cosmos,295257492.74210525,13875772.473330874,269020157,323478023
Counos Coin,18406.56544502618,7395.712006907478,6590,26222
Counos X,336272.7172774869,60254.708906997555,125590,421175
Covesting,21335.065789473683,4818.043313311674,10224,31597
Creditcoin,2991281.9581151833,129195.22783621258,2746760,3255874
CryptalDash,0.0,0.0,0,0
Crypterium,170988.04188481675,22204.55849922726,91169,196390
Crypto Village Accelerator,1365714.957894737,476679.96187886293,301601,1959521
Crypto.com Coin,60777265.921052635,5244624.01951906,55018956,73622933
Cryptoindex.com 100,18088.340314136127,34147.380895702794,26,85956
Cryptonex,1156154.0680628272,22422.612174475387,1113654,1221312
Curve DAO Token,16393138.640625,1110642.1033642069,14117493,18746385
CyberVein,6195457.2,3135494.893519616,2790,11972739
DAD,637144.8549222798,288761.0185274857,4861,1075505
DFI.Money,78437496.69270833,9638608.013709072,61667073,96466662
DIA,12155953.895833334,594661.4893352047,10839053,13349153
DREP,509904.515625,127152.59034891722,312715,767390
Dai,84659114.08947368,5685190.8334941305,69570598,95366038
Darico Ecosystem Coin,0.0,0.0,0,0
Darma Cash,550867.4816753927,261716.2693132804,150987,1292316
Darwinia Network,1540685.53125,214703.83726399465,1000630,1893759
Dash,533369118.9052632,98044020.69330248,371012608,714558453
Davinci Coin,19314663.010471202,3756326.167179344,14735902,25250983
DeFiChain,3859780.2460732986,795283.9843099324,415345,7584907
Decentraland,11579733.284210525,1683504.1826719828,7576050,15570762
Decred,4650328.142105263,500107.05626383977,3579730,5250758
Dent,413467.21465968585,59290.00189080427,267951,502409
DeviantCoin,180935.03260869565,106114.9207750344,21145,470827
DigiByte,5121222.1736842105,799001.563747744,3322143,7827479
Digitex Futures,2496832.3020833335,175470.28000579326,2255198,2849257
DigixDAO,83644.41145833333,5559.387029045221,70568,93845
Dimension Chain,16264.135416666666,6314.737920748912,2693,27730
Dinastycoin,6866.625,3138.1798497908794,2766,14708
Divi,297041.2447916667,54131.35038032353,195976,361394
Doctors Coin,340.4083769633508,84.15324825944059,187,398
Dogecoin,50850400.889473684,3895815.053621447,44006515,59850747
Dragon Coins,3.0,0.0,3,3
Dragonchain,38244.87046632124,10069.647519940407,21275,51411
