name,mean,std,amin,amax
Arweave,2711495.8697916665,402415.23411876085,1311752.0,3481416.0
Atari,533363.6432432432,325778.49458650214,16093.4,1022124.0
Audius,771857.921875,181466.7360613028,478801.0,1225974.0
Augur,7226120.473958333,827096.5344865521,5500045.0,9261566.0
Aurora,1386166.71875,97657.86057554565,1211469.0,1636084.0
Avalanche,17871312.494791668,1418650.7488597026,15208221.0,20882598.0
B2BX,19362.594218749986,15772.692888427046,2.08,39057.0
BEAM,5099915.270833333,1342303.7436317464,2997055.0,7513081.0
BEAT,331.75,0.0,331.75,331.75
BOSAGORA,324835.0572916667,62575.9529109544,226247.0,423981.0
BOScoin,10635.616951219508,4035.313658614926,3892.67,17423.59
BTSE Token,286889.9010416667,156306.0466364827,68406.0,526153.0
BTU Protocol,64383.072187499994,17972.042900239165,17944.16,77492.0
Balancer,17324998.619791668,2398659.8829472433,11784173.0,23747984.0
Bancor Network Token,33456040.494791668,4418025.409201555,11187243.0,39205549.0
Band Protocol,49075301.895833336,1958086.1383055167,44433114.0,53715100.0
Bankroll Network,93604.109375,45847.2113868589,51486.0,262517.0
BarnBridge,3899432.806451613,2634807.6879382315,464501.0,7103358.0
Based Money,80448.41666666667,17830.904708860806,47532.0,121248.0
Basic Attention Token,170695863.796875,23917039.93923236,125428417.0,201181889.0
Bella Protocol,1539374.9791666667,75760.26674999871,1125349.0,1651146.0
Beowulf,20575.881874999995,11532.739957462902,1244.73,41369.0
Bibox Token,4846582.4375,552492.83581947,3811864.0,5738264.0
Binance Coin,290531799.4635417,45657755.83669368,160543990.0,787335721.0
Binance USD,288924001.390625,59497136.39898308,174702978.0,365212069.0
Bit-Z Token,3774750.0208333335,90916.6081290764,3637771.0,3907434.0
BitKan,715092.7604166666,26801.422928836488,646778.0,775805.0
BitShares,15900210.276041666,4310353.969779208,10674858.0,23748148.0
BitTorrent,50463140.411458336,7335617.145046116,38186974.0,61976216.0
Bitcoin,21766531124.567707,2320736162.656803,19518691084.0,49140770001.0
Bitcoin 2,558.3500000000008,411.9493304454447,33.71,1182.04
Bitcoin Cash,2350356577.6927085,180431272.41067564,2010231375.0,2625493261.0
Bitcoin Diamond,1240065.9635416667,324478.2201373479,704327.0,2148046.0
Bitcoin Gold,5964195.739583333,1371934.8471116945,4355859.0,8332110.0
Bitcoin Rhodium,13976.626250000001,775.9572410888464,13543.61,15269.78
Bitcoin SV,499017984.5625,39843910.907326356,430801369.0,593397768.0
Bitmax Token,3152849.4270833335,156105.75617610684,2919950.0,3442954.0
Blocknet,8968.612343750001,5108.896861368692,1863.48,21263.0
Blockstack,409429.3645833333,82929.30593910556,255615.0,654872.0
Bloody Token,603347.0,,603347.0,603347.0
Bluzelle,4041661.8072916665,313987.2326958189,3556191.0,4470545.0
Bounce Token,1903451.9791666667,365067.9397583447,1307456.0,2426232.0
Bread,249850.75,30589.961734475357,214379.0,288400.0
Burst,17582.345454545455,4312.883994986101,7843.16,22315.0
BuySell,30261.713072916657,8985.597937535858,1623.77,41106.0
Bytecoin,15444.960416666654,1712.1307816266658,10509.5,19769.58
Bytom,19835298.010416668,2311016.59188613,15324029.0,23321113.0
CIPHER,4239230.0,79895.52671457895,4176170.0,4329077.0
CNNS,614689.125,294149.39899705694,221719.0,1029221.0
COCOS BCX,683537.6458333334,52602.3380465939,575742.0,786229.0
COTI,1969278.546875,512050.8837395646,1057898.0,2759415.0
CRDT,183396.97395833334,9941.323949476156,164283.0,206882.0
CRYPTO20,2656.1589583333316,2775.655184449657,368.55,8288.0
Cardano,380908245.9635417,19601358.8851232,336693873.0,416693971.0
Carry,459051.0104166667,161472.96758054252,148797.0,680902.0
Cartesi,1074979.9479166667,66374.42880106316,988785.0,1243968.0
CashBet Coin,56293.864583333336,5415.022756924117,41217.0,67570.0
Celer Network,3539435.984375,821974.419679466,2726727.0,5162611.0
Celsius Network,2974924.6822916665,355692.9507861834,1831275.0,3681490.0
Centaur,1383978.75,144267.62807513116,1202911.0,1768331.0
CertiK,5434763.380208333,2383272.7077314365,2112915.0,8690043.0
ChainX,1856742.4010416667,45703.294824008764,1714809.0,1970555.0
Chainlink,910115336.2239584,229491419.75933543,769859640.0,4030408736.0
Cherry,3283.487708333336,1309.381123709464,1433.46,5362.47
Chiliz,4753412.520833333,303872.38219033665,4083338.0,5158431.0
Chimpion,695797.9791666666,88830.09315258516,325641.0,880879.0
Chromia,1607411.0520833333,393000.2754301919,1045092.0,2256923.0
Cindicator,54467.010416666664,7180.9572893531395,38772.0,68257.0
Civic,974124.2604166666,70075.95254436362,873323.0,1127721.0
CoinHe Token,59148.583333333336,4633.445995591853,54707.0,69266.0
CoinMetro,14705.733072916659,9814.65767777668,305.92,27151.0
Compound,24073037.604166668,5288086.502974866,17058156.0,33328009.0
Constellation,56880.817708333336,18599.516642176928,24803.0,85193.0
Content Value Network,4141242.7552083335,371266.6133099587,3407462.0,4796677.0
Contentos,446723.2135416667,154226.9439770962,108974.0,663790.0
Cosmos,183457022.57291666,5783295.21096289,168715768.0,197275315.0
